date,AAPL,MSFT,NVDA,GOOGL,AMZN,TSLA,JPM,XOM,JNJ,V,PG,005930.KS,000660.KS,035420.KS,GLD,IYR,EFA,EEM,IWM,SPY,AGG,TLT
2023-08-30,132.9146,295.9436,106.173,82.9298,95.1364,115.4847,105.515,98.5315,155.2645,218.5684,124.2283,64268.5845,83097.752,186773.8181,165.5313,84.2824,82.049,42.3817,190.8014,387.5819,104.8662,80.3342
2023-08-31,130.0276,301.081,109.5906,83.7778,94.7543,127.2277,106.8457,100.6206,157.4864,222.6838,125.1799,63915.5976,82799.3242,186145.2069,164.3602,85.4311,82.3156,42.471,189.8427,392.2313,104.6086,81.011
2023-09-01,127.2792,298.1827,111.4773,82.3151,93.4701,121.4315,105.2258,101.0549,154.3628,219.8656,125.1146,65697.379,79856.0356,192541.9004,166.8266,85.6058,80.2647,41.7784,187.1936,386.9928,105.0268,80.9428
2023-09-04,124.4462,294.8113,111.1896,81.6632,91.7733,123.2047,105.8361,102.047,155.5462,217.3197,125.1654,65618.9128,77322.5118,191881.9825,166.234,84.4949,78.8046,41.9389,183.8306,383.1494,105.0681,80.9185
2023-09-05,126.0248,296.3301,110.6831,80.1746,90.0586,127.6805,103.7225,102.9307,155.6578,215.4601,124.7354,64379.668,75601.667,198200.8291,167.7269,84.4782,78.7054,41.9344,182.704,380.0654,104.494,81.3392
2023-09-06,126.47,296.782,107.3615,78.9523,90.8213,125.1318,103.9681,100.1062,155.2749,217.8366,124.5337,64027.4496,73310.1552,204153.6441,166.5767,82.6633,80.4169,42.211,182.444,380.4312,104.7228,81.2177
2023-09-07,126.12,295.4376,109.6539,79.3599,91.0195,123.7301,104.9131,98.4733,153.3078,218.1578,125.1898,64737.3406,73785.6845,208750.5679,164.0303,83.8951,81.52,42.1181,184.5943,383.2424,104.5669,79.7013
2023-09-08,127.552,303.2969,112.4907,81.3502,92.3692,129.4306,108.1471,98.5337,153.9451,224.3079,126.8079,65282.4295,74375.7256,213855.931,164.6906,83.529,82.5125,41.4591,188.0016,391.9353,104.4602,80.188
2023-09-11,128.1918,303.2913,111.8611,80.3867,93.4934,131.5863,108.4429,99.2364,151.6703,221.1141,128.1087,64423.1279,74655.6941,207757.3831,165.7415,83.6245,82.5223,40.8052,186.7546,391.3023,104.2507,81.249
2023-09-12,128.2582,305.9621,114.3904,82.1562,94.4061,127.0111,108.7538,100.241,150.8602,221.4696,128.6997,64391.5293,75837.7671,210481.1387,166.4746,84.1109,83.2069,41.5747,188.3634,394.7284,104.4546,81.6464
2023-09-13,127.7988,307.4857,117.4964,82.9171,92.7276,124.1561,109.0696,103.3899,151.5878,224.9641,129.6722,65082.7843,76015.2481,218408.4532,166.5435,85.1816,82.8312,42.0441,188.6382,395.5829,104.282,81.4062
2023-09-14,130.4537,321.5251,123.5978,85.2906,96.4261,134.5218,112.7732,107.0629,156.2061,227.4456,132.8883,67019.7385,76701.1023,217385.569,166.7077,86.0043,84.098,42.5022,198.227,403.3101,104.9636,80.997
2023-09-15,131.8974,325.2007,126.1068,86.7186,95.4877,132.8463,114.8586,110.0881,155.3699,226.0623,131.6339,67905.3565,76946.5071,217310.8448,168.2063,87.7455,84.0115,41.8042,200.4625,406.7308,104.7344,81.0019
2023-09-18,134.3343,331.9488,129.5617,87.1006,97.5032,137.5151,116.0284,110.1759,155.4182,229.4803,132.2932,68402.2672,77178.7102,225636.7631,167.6405,89.5935,84.508,42.1681,200.9528,412.9414,104.8658,80.8377
2023-09-19,133.0618,327.5046,131.0036,88.2151,96.9658,139.2108,114.934,109.1679,157.2646,226.4299,131.3865,68664.674,75784.0188,223308.7408,167.9007,88.5135,84.7211,41.7554,199.967,408.4065,104.5308,80.6517
2023-09-20,135.0098,331.6221,127.7936,87.2965,96.4343,137.2601,114.5461,110.7889,157.1505,225.9869,131.1325,68941.9324,76907.5061,227372.3494,170.7743,88.9853,85.8441,41.1513,199.4317,407.7697,104.7623,80.2369
2023-09-21,136.6529,328.778,125.8668,86.9091,94.4181,134.5364,115.0938,108.2198,156.8268,225.5719,132.1645,67244.7356,77787.1743,225328.5075,167.9387,89.0599,85.7872,40.6867,198.7924,404.433,105.152,78.8466
2023-09-22,136.5784,331.6854,134.2583,89.0659,95.8231,135.6999,116.4149,108.4013,157.1761,227.6862,132.8448,68652.8167,81433.4756,230266.5538,168.6742,90.4208,85.92,41.542,204.7495,411.2087,104.4983,78.6201
2023-09-25,142.043,330.0869,135.5223,90.0522,96.1936,134.45,118.7749,112.2069,159.9652,230.0308,133.4984,69306.7498,82331.9094,230794.1163,171.9207,89.263,86.4838,41.7476,204.6916,414.3213,104.7449,78.6811
2023-09-26,141.9819,331.0941,137.4833,89.9724,94.414,131.1993,120.3771,115.849,159.7458,228.9561,135.1507,68343.7964,83807.2746,228665.6538,169.459,89.2172,85.5077,41.5209,205.9349,413.1754,104.5451,79.7099
2023-09-27,143.5424,332.3285,139.2599,88.7291,95.0547,123.7694,119.665,112.2898,160.3536,228.2177,132.5944,67706.9865,80596.2769,227099.9651,166.9861,88.8955,86.4887,41.2931,202.9628,411.3831,104.5885,79.3793
2023-09-28,143.3243,328.8398,147.6178,88.8166,94.8772,122.8368,123.035,112.6557,161.9564,228.7315,131.5769,66686.0908,83595.8914,230579.0715,166.1172,88.7304,85.9035,41.8582,206.4011,413.7299,105.059,78.5672
2023-09-29,142.9441,324.1413,149.6323,88.2265,93.1491,120.4682,121.876,109.9292,163.4894,224.6236,129.9507,65541.1518,84527.2869,228655.5958,165.8141,86.9767,85.2211,40.8739,201.6142,410.8381,104.8356,78.3741
2023-10-02,142.0084,323.3118,141.1728,88.7223,93.899,121.0809,120.4862,105.7273,163.1434,221.1245,129.4381,64553.7143,82095.1911,218108.6973,168.1396,86.7894,83.5486,40.2788,200.1893,406.9669,105.583,78.3908
2023-10-03,143.2111,328.8069,142.6603,88.5582,93.5412,120.4685,122.0297,104.7336,162.7011,220.8159,130.3221,64938.9407,82785.1259,219380.564,167.2068,87.4871,84.2171,39.9922,201.45,409.2736,105.6011,78.4327
2023-10-04,149.0268,333.3719,151.1918,91.7133,94.4628,123.1369,124.5929,107.741,165.8468,227.3109,130.9521,67086.0555,85895.5693,231056.3648,165.0146,87.8011,85.2226,39.9929,206.8276,420.4224,104.9601,77.6925
2023-10-05,149.9494,331.3348,153.5456,92.0047,94.1249,129.8187,124.431,108.6451,165.4499,225.1926,132.3107,67484.5824,84903.442,229414.7823,167.3581,86.541,84.2319,40.3725,205.2955,419.5246,105.3921,78.0306
2023-10-06,147.4913,332.5012,153.3074,91.6263,93.5271,128.445,122.2929,108.6264,162.3006,222.1186,133.7438,67110.7267,83315.0561,222450.2556,167.1531,86.1917,83.1366,41.2614,204.2094,417.2425,105.6332,77.7361
2023-10-09,145.5578,326.7257,156.7058,89.9936,92.2503,124.9158,120.3484,109.8767,160.2621,220.2363,132.1977,65897.7243,81104.5071,218700.3394,167.3883,85.8651,81.6303,40.8736,200.7973,412.2475,105.1312,78.0113
2023-10-10,144.8073,320.7582,156.6441,88.6608,93.4455,120.0562,118.818,107.2706,156.803,219.1543,130.8192,64167.7734,79658.6348,210105.0836,167.3905,84.9702,80.1755,40.4804,201.5502,406.5982,105.1066,78.1175
2023-10-11,147.0943,321.0368,153.9361,87.4922,93.3684,121.0619,117.896,107.2581,157.0035,220.4575,130.0997,64557.0405,79482.4615,215829.923,165.817,84.3585,80.2911,41.2501,203.4473,409.0943,104.6855,77.9766
2023-10-12,148.1928,319.8747,154.2961,88.5035,96.1971,119.5902,119.832,110.5915,157.0618,221.5455,131.3367,66016.8904,78658.954,218450.5341,164.9838,84.5955,79.7123,41.2314,204.7302,413.0445,105.0837,78.2428
2023-10-13,147.9617,320.3275,146.8455,88.9539,97.4474,117.6863,120.7788,111.925,156.5071,218.5834,130.9068,66753.4431,79317.4317,219520.8147,165.9497,84.6827,78.9532,41.1568,203.1307,413.2909,104.8626,78.0699
2023-10-16,148.5,322.7831,154.1521,88.8548,99.9097,115.2546,121.1003,110.7874,154.4541,220.1597,132.1557,65188.4779,80561.4698,218929.599,167.2229,84.2268,79.0579,40.8165,200.0098,414.9722,105.2326,78.8455
2023-10-17,147.0269,318.7331,154.0266,89.6289,99.9729,111.2228,122.0837,108.7083,155.2415,222.6608,133.4642,65578.5568,81094.7928,221386.1793,165.0724,83.589,79.6961,40.8314,202.9602,415.6947,105.1365,77.386
2023-10-18,145.2949,319.8125,153.8887,90.2177,99.759,109.913,123.1092,108.8764,155.5472,222.4849,133.6113,65463.1886,82090.4692,221525.032,165.4028,84.4998,79.8062,42.2068,205.9107,416.5199,105.3475,77.3137
2023-10-19,145.6554,318.4816,143.5031,88.1432,97.6618,102.5777,120.2329,107.8704,155.5562,220.0359,131.7903,64993.8703,83775.6217,223387.9698,163.935,84.7387,80.4926,41.9439,203.0762,409.9719,105.6861,77.3501
2023-10-20,144.4581,317.8482,140.5674,88.6989,97.5928,107.1967,120.3474,107.9977,153.4132,217.5738,128.8801,65097.3791,84429.7989,225146.1967,165.194,85.5564,80.9938,41.8523,202.0378,408.1689,105.9123,77.799
2023-10-23,145.039,321.6758,142.2279,88.3979,99.1189,103.6202,120.7808,107.7814,152.7542,216.5599,129.3276,66558.1923,84348.6178,219518.9193,165.0483,86.3829,81.6096,41.8814,203.6011,408.8601,105.8223,78.0741
2023-10-24,142.7213,317.3715,138.4549,90.2753,100.5185,107.7843,119.0436,107.2696,151.0705,215.4255,129.423,67550.2155,82404.2641,213537.091,164.6158,86.3093,82.9272,41.4717,204.6438,405.6474,105.834,78.7973
2023-10-25,144.3481,320.56,135.6453,88.8992,97.555,107.8828,118.9358,105.7636,151.1782,214.3222,129.2286,68090.8984,82426.3102,211646.5346,165.1644,86.7668,82.3573,42.0204,206.9563,403.7841,105.337,78.4613
2023-10-26,146.1966,315.3623,131.2256,87.4452,98.0924,109.1998,116.6997,104.9396,149.4349,213.8386,127.8921,67879.3794,83340.8764,211901.5032,167.7955,86.7149,83.0513,41.86,204.1652,400.4571,104.9746,78.3449
2023-10-27,145.5001,320.7591,136.5198,86.6363,98.2751,113.431,113.0753,103.5392,149.7832,213.6723,128.8438,66569.5558,81704.1662,210004.9653,168.2224,86.3187,82.3254,41.9602,203.5607,399.2283,104.7486,78.533
2023-10-30,148.0565,322.4932,136.8615,87.8143,99.4744,109.4297,114.6227,102.1176,148.9773,214.4648,129.3411,68554.1795,83488.6,207402.5341,171.952,88.0543,82.1087,42.3422,202.435,403.0931,105.0279,77.7048
2023-10-31,146.3092,318.9173,130.8056,88.7559,97.6288,114.1667,114.4492,101.9375,149.1238,212.5966,129.8347,68494.0517,81789.0555,203227.3265,172.9799,88.525,82.4178,42.5193,201.203,401.5418,105.1415,77.9146
2023-11-01,149.3395,315.6724,128.5181,88.8476,97.9942,115.5354,116.3965,100.4707,149.102,213.4144,130.6218,69424.6635,79054.8611,201820.1739,173.5846,87.8089,81.8349,42.5977,204.2227,401.0805,104.7879,78.0846
2023-11-02,152.6275,317.363,129.2985,89.3564,96.5926,115.437,117.0618,99.7954,149.6686,212.7376,132.2203,69679.1772,78996.3179,208742.9828,174.2599,87.8787,81.5457,42.1564,208.5481,404.7925,104.7191,78.5643
2023-11-03,152.5036,318.2074,130.4217,92.1204,99.1702,114.0682,118.9514,101.1751,149.9103,215.0017,133.3885,70969.9825,82085.8743,206297.765,174.9539,88.284,82.062,42.5901,210.7633,407.8003,104.9611,77.7825
2023-11-06,158.0386,322.0595,133.9073,95.0718,100.0643,118.735,120.0683,103.0646,151.1915,217.6125,132.784,73908.6942,83934.9422,207274.0216,175.4746,89.7963,82.3903,43.0288,215.8864,415.478,105.5936,78.6685
2023-11-07,155.198,313.9826,124.5538,92.8143,97.4119,109.064,116.2084,104.4217,150.5287,211.042,131.9106,73064.9202,79778.9995,204148.7921,179.2733,87.2275,82.1681,42.64,209.3936,406.4825,106.3577,79.4297
2023-11-08,157.7451,319.4015,125.8132,93.695,98.3158,116.8821,116.9456,108.0014,152.5889,210.9092,132.3865,73451.5827,81220.9209,206331.133,177.8217,87.3191,84.361,42.6909,209.8833,410.4341,106.6413,79.7618
2023-11-09,157.787,320.9442,125.4073,91.7209,98.6046,115.3583,116.6862,106.9257,153.3001,209.3513,131.5551,74140.3274,81672.7615,206677.1592,178.2283,87.7082,85.3018,41.9928,213.1379,408.5232,106.5065,79.5898
2023-11-10,157.0522,320.539,121.2155,92.0338,97.0329,118.4558,116.8908,106.5297,153.529,214.361,130.7256,74332.1595,82538.4034,208445.6166,178.4953,87.8962,85.5823,42.0852,211.1007,409.3168,106.7499,79.4855
2023-11-13,157.8261,327.959,129.0032,94.8678,99.2887,120.695,119.3263,106.0777,153.4982,215.7194,130.2623,73443.3311,81399.3964,212514.481,179.2172,89.8743,85.6668,42.1339,213.0677,413.2111,107.4677,78.6564
2023-11-14,161.2241,328.6585,137.054,94.834,101.3129,121.4956,122.2214,104.637,153.5622,215.3715,130.4607,75235.1148,84024.6398,219098.1451,179.5089,91.0734,85.93,42.216,216.9195,418.2408,108.216,78.6737
2023-11-15,163.3223,329.0965,133.5851,94.4782,104.9811,122.3884,122.1079,108.1219,154.0714,219.2658,130.8268,74865.9145,83899.463,220091.521,181.3777,89.7437,86.8901,43.03,220.5466,423.1328,108.1304,78.2321
2023-11-16,162.0652,326.0275,132.4331,94.9164,105.7238,119.6508,121.8025,109.3907,154.0252,217.5343,131.0186,74493.2928,87432.174,226395.576,179.7701,87.4584,85.5166,43.274,218.7082,424.0474,108.259,77.1751
2023-11-17,169.3206,334.1608,139.8533,94.0687,107.7695,127.956,126.2763,109.765,154.6042,217.9949,130.0384,77441.7302,86194.9877,229909.782,182.0692,90.3631,87.239,43.2317,223.457,431.6355,108.6326,77.7116
2023-11-20,168.6243,328.0209,143.2301,95.433,104.6747,127.4368,127.7903,112.6611,152.6174,218.1935,128.9529,78844.8736,84328.1089,227575.8782,184.4306,89.7243,85.671,43.4806,222.6744,430.5439,109.2106,76.4654
2023-11-21,167.5167,323.0134,148.7086,93.7654,104.045,129.2953,126.2963,113.7453,150.9866,219.9367,129.6018,78608.7136,83589.6838,225396.4926,183.9416,88.2745,85.1015,43.3313,224.6997,430.1086,109.6991,76.4681
2023-11-22,167.9473,330.5016,144.1112,93.907,107.6372,133.1685,126.5846,115.8632,152.6267,225.5678,131.2811,78500.2401,82279.5829,230491.8054,185.0872,88.9296,85.2356,44.0296,223.4619,434.0224,109.7927,76.5672
2023-11-23,168.5045,334.7477,138.298,93.2981,106.3121,134.8336,128.5967,114.51,151.1064,225.2319,130.6709,77924.6423,81442.9231,233925.5427,182.641,88.1926,85.1938,44.1911,218.9454,431.6822,110.1495,77.4229
2023-11-24,174.9841,347.8555,142.3459,96.9291,108.5568,142.1148,130.4919,112.1061,152.8805,228.0037,131.5228,80496.2073,81764.8647,235783.8673,184.9217,89.8934,86.6792,45.4071,227.5423,442.0085,110.186,78.381
2023-11-27,177.8264,346.5475,146.8766,98.5519,109.8227,150.5557,133.7802,114.183,153.1109,230.232,134.2134,80352.208,80911.5804,241628.7974,187.0795,91.197,88.0047,45.4878,227.6002,447.082,109.9323,78.4828
2023-11-28,184.4662,355.1743,149.1819,98.7965,114.299,153.5875,134.3807,114.7618,155.3749,237.6355,134.5025,82574.3209,83867.4816,249014.3836,190.3107,92.2668,88.9249,46.1213,232.3931,457.8485,110.1198,77.9354
2023-11-29,181.4849,358.4629,150.2573,96.9608,111.5697,149.2166,134.3192,112.0195,154.8849,241.1562,135.6536,80051.9276,80817.1084,245387.4595,190.6323,94.3039,90.0064,46.1217,231.6342,457.9463,109.8866,77.3395
2023-11-30,180.1831,357.6108,150.3226,96.8828,113.9849,147.9662,132.6689,112.6517,155.9755,238.6296,136.3712,80614.4682,81673.6188,244655.8074,194.6271,93.7582,88.9184,44.8873,227.0398,456.2987,110.3601,77.5808
2023-12-01,179.8137,352.5035,153.0926,94.822,115.2717,147.1837,133.6187,113.842,156.285,242.7259,136.9247,79033.2999,81660.8624,248500.6323,196.5743,93.5069,89.483,44.4273,228.1183,457.3435,109.5017,78.1032
2023-12-04,181.6228,354.3326,150.2297,95.3237,117.6147,149.613,136.6592,112.7633,155.2808,243.921,138.6322,78203.2779,79517.8135,258323.4268,199.099,92.6154,89.0643,43.2197,230.5682,461.1851,109.0706,78.5012
2023-12-05,181.7135,346.1214,148.7698,93.8971,116.8426,153.7398,136.7452,112.1413,154.6351,240.1906,139.0435,78305.2984,80150.0359,258453.0708,200.9856,92.6092,89.7508,43.1526,226.8037,458.5214,109.11,77.854
2023-12-06,178.4737,343.3522,149.829,95.2193,120.7871,159.6638,138.9888,113.3348,153.3558,242.5684,139.1649,79049.0141,82805.1107,257988.2121,201.5136,92.7428,89.4872,43.054,227.124,460.6191,109.6217,77.8066
2023-12-07,185.3626,351.3977,147.9175,96.5963,120.1311,162.7061,140.9153,113.3496,152.6987,242.9429,140.0249,78518.0824,82142.9826,255890.459,200.5006,93.0984,89.39,43.2981,227.2365,460.7657,109.7926,76.8062
2023-12-08,187.202,360.4646,157.4599,95.5287,124.0946,163.7771,146.0381,113.7342,155.2595,243.282,144.0554,78720.0103,86578.1851,257456.6078,201.6287,94.7211,91.2347,43.5846,230.0058,469.041,109.9377,76.8372
2023-12-11,186.8131,352.6732,153.9061,95.3761,123.3626,164.7696,145.8192,115.8588,152.6394,239.8512,143.8791,79846.5234,86415.2909,260823.294,201.198,94.5534,90.9001,42.5786,231.3351,465.9561,109.9071,76.7608
2023-12-12,191.1884,351.4051,162.5423,97.2149,122.9033,169.0739,144.867,116.2643,154.2013,242.2383,145.8477,78486.3188,87952.4217,260230.456,203.7961,96.3528,91.5818,43.4155,230.9687,471.4406,110.6472,76.5282
2023-12-13,191.9621,350.8893,157.8011,95.7411,121.7967,171.4328,141.925,117.8294,153.3884,241.9473,147.7386,77847.6,89039.3306,257663.2622,202.4,94.9092,91.6571,42.5608,230.0273,468.4344,109.5931,77.214
2023-12-14,190.6712,345.2844,160.9787,94.1481,121.6681,168.9487,142.0692,116.7752,153.7879,237.5747,146.0473,76723.9253,86273.7961,252319.3064,200.8416,92.6772,89.7667,42.7815,227.6902,463.8712,108.935,77.0557
2023-12-15,183.0571,344.9644,164.8568,92.1852,120.2332,165.2713,142.185,115.5414,153.0337,238.5607,145.5977,76232.2643,86560.3918,251882.8922,202.0001,91.0083,89.3621,41.9573,222.6313,460.5855,108.712,78.1323
2023-12-18,178.5469,338.4707,157.4438,90.6877,117.8947,162.8947,142.2484,116.8024,153.1025,234.3185,143.7183,74560.6338,84329.3933,252135.686,201.0354,90.1998,88.2663,41.5682,216.6602,454.9789,108.9568,78.0675
2023-12-19,180.6933,338.5507,158.9721,91.2861,118.1862,160.1463,142.2529,115.7372,153.2573,232.6869,144.0295,74436.9829,84682.886,258212.4584,202.6885,92.6984,87.8336,42.0666,217.2208,455.9196,109.1682,78.6963
2023-12-20,181.1308,343.4844,163.3729,93.7656,118.3748,159.1081,143.3343,117.3548,155.6796,236.3968,144.1977,74874.6906,86042.612,268422.3844,203.9005,93.4549,88.3538,42.6617,220.7389,461.2123,108.8852,79.3026
2023-12-21,179.4876,340.6412,159.8597,95.5307,116.8939,161.0445,141.1192,118.4959,156.0332,239.4631,145.761,73921.258,83987.8827,268012.313,205.9854,94.637,87.6358,42.5094,215.5421,462.2549,109.0734,78.7166
2023-12-22,176.0983,336.3702,164.8314,95.8796,118.0316,163.1873,140.6146,121.2723,155.4558,240.1795,145.9377,74166.8272,84621.9345,266280.4143,207.5594,95.8312,87.8508,43.0024,216.0808,465.5877,109.8185,78.0559
2023-12-25,182.2371,338.3835,172.7155,96.6602,118.9928,173.3777,142.9706,122.7397,157.0783,243.2786,147.9692,75342.2924,85024.9338,276123.7021,207.8728,96.5438,89.6103,43.3689,225.6297,474.0333,110.0686,77.5416
2023-12-26,184.132,337.1474,169.8512,98.0853,120.4598,175.3811,142.522,119.9793,157.2517,244.7205,148.4654,75497.2174,85483.8948,279497.8484,207.4996,97.0318,89.9749,42.9856,226.2926,475.643,110.1371,77.1049
2023-12-27,182.856,337.3855,170.7741,95.225,122.0757,170.2456,140.5757,116.9076,159.7656,247.7249,149.2154,76548.4698,85760.4943,281074.3115,207.3943,98.2833,91.0459,43.1378,226.6699,476.8757,109.9397,77.3107
2023-12-28,182.2211,336.4093,173.3781,93.4372,123.9872,176.9614,142.3336,113.3574,158.2762,246.2675,148.0046,75496.916,83371.686,279975.4443,208.9832,96.9498,91.1823,42.8823,225.4457,475.71,110.0377,77.278
2023-12-29,178.8965,330.5735,166.9789,92.5394,123.308,181.1384,140.0707,109.8525,154.551,242.4726,148.1124,75073.9312,80174.3839,277825.5465,208.9009,94.9112,89.8142,41.2994,221.9115,467.8202,109.4903,77.1429
2024-01-01,178.3297,335.3597,166.5511,95.741,124.1149,177.9633,141.6279,110.2561,156.8541,242.8371,148.6008,75564.2429,83621.2938,275476.7619,212.3617,96.7468,89.7976,41.7643,225.2129,471.8769,109.3297,77.6175
2024-01-02,174.4152,326.1725,167.0937,93.1243,122.2482,169.8865,139.2743,108.1411,154.2538,235.6027,147.1986,73923.6588,84700.1382,268363.59,216.0712,95.5157,87.9467,41.362,221.2003,463.3147,109.5653,77.1218
2024-01-03,176.447,333.5759,165.2507,93.9011,121.3942,177.3274,140.2483,107.8006,152.4347,238.4723,146.7858,76181.1261,85139.7156,269945.1882,215.0165,96.0247,87.8127,41.2164,223.828,466.7969,109.5979,77.5706
2024-01-04,177.758,340.8404,166.4985,92.6978,122.2159,178.6448,138.789,107.5515,151.0561,237.6322,147.4019,76996.5311,85762.6057,272056.4947,216.8189,95.7999,88.5871,41.4543,221.3949,466.9579,109.3022,75.6128
2024-01-05,182.9541,346.6139,175.0343,93.7566,123.1989,174.615,141.7053,107.1841,150.9224,242.2529,147.6669,76538.4514,87821.4899,278095.9368,214.6363,95.0929,89.1428,41.9385,226.2632,472.8622,110.0487,76.0996
2024-01-08,183.0693,347.2819,178.1341,93.6197,125.5676,180.7947,140.8451,106.9813,150.187,241.1126,146.8128,76812.0242,85751.0254,276174.5459,213.9809,95.6194,89.5705,42.5695,228.1729,472.7546,110.1366,75.596
2024-01-09,180.561,348.9587,167.4643,92.0065,123.189,179.0433,138.2604,106.3985,152.2606,242.3453,146.2621,76829.1032,86673.5817,274699.3049,216.7614,94.4781,90.1648,41.8032,228.5435,468.8388,109.9828,75.6904
2024-01-10,182.3479,352.9537,167.338,92.7954,124.151,182.2603,140.5791,110.3881,152.1302,243.6965,143.9169,79066.6933,87261.4212,276979.2704,214.5925,94.0843,89.3686,41.5118,232.0063,470.8738,110.2275,76.2612
2024-01-11,180.0349,351.7396,164.8913,92.0774,122.0823,187.2796,139.949,109.3914,152.336,244.8153,144.9788,78475.1319,86222.0749,280075.2353,213.9836,95.3308,88.6916,41.4862,229.9067,468.2905,111.1214,76.048
2024-01-12,177.2297,350.6686,163.4479,92.4581,122.9863,183.3154,140.591,108.7657,152.6906,241.7016,144.3731,78037.777,88229.0699,282930.2612,213.7449,96.8843,87.5617,41.8604,232.2748,467.6168,111.0534,76.4136
2024-01-15,179.8821,348.3556,166.1263,92.3062,124.2629,179.7711,138.0312,108.2305,151.8157,240.3975,145.603,77921.2217,88776.1154,279517.079,210.9144,96.3604,88.2713,41.6754,230.6925,468.0596,110.9454,75.9401
2024-01-16,178.9831,343.838,167.9145,90.9222,122.4369,183.2096,140.3394,106.6483,149.2405,238.9668,144.1296,79078.7513,86031.7989,282996.0837,209.0829,95.0682,88.6191,41.8837,229.5555,467.6186,111.5366,75.2883
2024-01-17,179.0249,345.7697,167.8732,90.9115,125.6599,188.0424,138.9316,107.8363,151.4152,242.7146,141.6945,77672.8582,84925.2562,294133.0462,210.3997,95.2625,89.0095,41.8953,228.8555,466.9067,111.7008,75.5033
2024-01-18,178.8519,347.1818,166.1824,91.028,125.3408,186.2341,136.1952,104.8745,149.89,241.9741,140.1227,75770.8069,82993.4834,284115.3119,210.7365,93.6335,88.4279,41.7181,222.9219,462.9935,111.9195,76.5997
2024-01-19,176.339,342.8778,169.7604,90.05,122.6896,192.4387,135.4124,108.14,148.4869,240.5619,140.4872,74209.0471,81246.8846,287112.8328,212.9148,93.8154,88.3385,41.941,225.1601,462.2869,111.5726,77.5526
2024-01-22,173.5323,334.9608,167.6013,89.4149,118.062,188.0611,131.1777,103.5951,147.2207,231.4416,140.5701,72249.5916,77931.3234,279383.1845,212.2148,91.286,87.1447,40.5007,221.4502,452.0462,112.1077,77.7711
2024-01-23,174.3032,335.3785,159.6559,89.7622,114.9561,194.0304,129.8353,103.3161,145.8331,229.1691,142.1041,72611.4927,76654.7825,272128.6346,207.9813,91.6369,88.081,39.962,219.5227,451.5101,112.0765,78.1298
2024-01-24,171.8942,329.7796,164.4071,88.2831,110.2103,185.6959,128.8968,103.9645,143.9765,229.5865,142.6463,71045.9886,74507.9437,270877.7887,207.8562,90.6652,85.752,39.8588,219.5812,445.9764,112.1143,78.2205
2024-01-25,175.0903,331.3916,166.1193,89.4195,111.6318,188.3801,132.3858,105.767,146.0341,230.9082,142.5738,73665.9649,78184.5548,279737.983,205.7972,92.6404,86.6251,40.4895,225.9064,451.5839,111.7206,78.7029
2024-01-26,176.2623,334.8472,173.9273,90.2413,110.2422,199.0185,133.8733,108.1052,146.3754,234.851,142.8624,75309.3433,79710.1391,277444.8074,207.3096,94.7398,88.2492,42.0121,228.2558,457.9953,112.1478,78.7434
2024-01-29,168.1351,321.3181,160.7914,87.4963,108.2567,187.7729,131.2424,103.8607,144.826,227.473,142.037,73252.2307,79153.2411,272826.3592,205.5415,95.5297,86.515,41.4449,222.4708,448.749,111.9567,78.8354
2024-01-30,168.0187,321.8342,159.4289,88.6046,106.0845,184.0117,131.5891,105.4496,144.3399,228.6447,143.0374,72603.2684,80937.9313,279216.6286,209.2819,95.6515,86.6437,42.0327,220.7608,449.6699,111.7358,79.1187
2024-01-31,166.1557,320.6146,154.397,89.452,105.4361,184.5353,131.7266,106.3096,146.0193,230.6373,141.9016,71869.7176,83509.281,276567.6856,206.1555,94.6978,86.923,42.1509,223.7055,449.2856,111.9956,79.0114
2024-02-01,166.0084,324.3165,155.3429,88.0338,106.6802,179.9034,128.7085,108.1209,142.9541,229.4838,140.1539,71131.504,82790.3376,275896.5605,205.3237,93.5639,86.694,42.5426,219.3887,444.499,112.037,79.078
2024-02-02,167.7007,329.6381,160.6535,88.3895,106.9371,176.6829,131.7036,108.5509,139.792,228.5782,139.0424,69398.815,83484.5491,278214.7001,209.6992,93.4655,85.728,42.9144,222.496,447.2597,111.6797,80.0903
2024-02-05,165.9427,327.0151,159.3564,87.7818,106.3531,167.038,129.2502,108.3243,139.4054,225.5039,140.1423,69741.9882,83665.5989,269769.0996,211.2326,92.404,85.5121,42.1713,219.0094,445.2756,111.3052,81.9945
2024-02-06,162.8587,320.9679,153.2476,86.8726,105.9385,168.838,126.1122,104.099,137.4352,223.253,137.9769,69529.3359,79908.9988,269561.0709,211.7675,91.6043,84.9137,41.423,216.3143,437.1439,111.2148,82.6784
2024-02-07,165.1083,326.0665,154.0446,88.1465,105.2005,168.4593,128.4585,104.8127,140.5702,220.6553,138.1791,67526.5474,78697.1221,266795.0083,213.5329,91.8182,83.5115,41.3928,220.4014,436.1145,112.2586,82.7244
2024-02-08,167.1895,331.2904,150.3,87.3818,105.8769,175.4308,128.1676,102.9256,140.4349,217.5886,138.2124,65604.1431,80627.2599,271002.444,216.4007,91.3134,83.3905,41.5838,218.5118,435.6396,112.227,81.6417
